index,followers,connections,time_spent,content_links,media_type,num_hashtags,hashtag_followers,hashtags,reactions,comments,views,content,label
32139,66387.0,500+,1 year ago,"[['https://www.linkedin.com/feed/hashtag/?keywords=justq&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6611329317215576064', '#justQ'], ['https://www.linkedin.com/feed/hashtag/?keywords=entrepreneurship&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6611329317215576064', '#entrepreneurship']]",image,2,0,"[['#justQ', 'https://www.linkedin.com/feed/hashtag/?keywords=justq&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6611329317215576064'], ['#entrepreneurship', 'https://www.linkedin.com/feed/hashtag/?keywords=entrepreneurship&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6611329317215576064']]",605,112,,"🎂 I turned 26 this week. 🎂  There was a long post written out but I deleted it. Because honestly all I want to say is “thank you.” I wouldn’t be able to do what I do without all of you. Surround yourself with magical people & stay away from muggles. #justQ  🖖🏽🖤  #entrepreneurship 
 
 
 …see more",Others
32141,66387.0,500+,1 year ago,"[['https://www.linkedin.com/feed/hashtag/?keywords=justq&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6609819109553246209', '#justQ'], ['https://www.linkedin.com/feed/hashtag/?keywords=entrepreneurship&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6609819109553246209', '#entrepreneurship'], ['https://www.linkedin.com/feed/hashtag/?keywords=publicspeaking&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6609819109553246209', '#PublicSpeaking']]",video,3,0,"[['#justQ', 'https://www.linkedin.com/feed/hashtag/?keywords=justq&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6609819109553246209'], ['#entrepreneurship', 'https://www.linkedin.com/feed/hashtag/?keywords=entrepreneurship&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6609819109553246209'], ['#PublicSpeaking', 'https://www.linkedin.com/feed/hashtag/?keywords=publicspeaking&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6609819109553246209']]",511,91,,"My TEDx was about standing out with a story. And there are few things that illustrate the power of story better than this.👇🏽 In the 60s a Harvard Psychologist, Robert Rosenthal, approached a school in California. Basically saying, “hey, I have this test I can give your students to help you identify which students are special.” The kids were then separated into two groups “average” and “special”. A year went by and the test was incredibly accurate. The “special” group blew the other group out of the water in everything from: test scores, curiosity, happiness, etc. Even the teachers were happier. The thing is, that test was 100% bullshit and the students were chosen at random.  So 1). A good story can help sell anything. And 2). Pay attention to the narratives that you’re telling yourself. Because stories have the power to create reality. #justQ  🖖🏽🖤  #entrepreneurship   #PublicSpeaking 
 
 
 …see more",Others
32203,66387.0,500+,1 year ago,"[['https://www.linkedin.com/feed/hashtag/?keywords=justq&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6556542181149151232', '#justQ']]",image,1,0,"[['#justQ', 'https://www.linkedin.com/feed/hashtag/?keywords=justq&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6556542181149151232']]",328,71,,"I’ve been called “too” competitive. I like to win. I like to learn. And culturally that’s been a bad thing. But I’m learning that if I’m going to “win” I need to lean more into the person that I am and make my strengths (and weaknesses) work for me. And for me it’s simple: am I outworking the old me? Am I better than the old me? Am I working towards the me that I want to be? At the end of the day there is no one on the planet with the same goals + plans as you. No point in competing with someone that’s playing a different game with different rules. Your only [long term] competition is you.  #justQ  🖖🏽🖤 
 
 
 …see more",Others
32225,66387.0,500+,1 year ago,"[['https://www.linkedin.com/feed/hashtag/?keywords=justq&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6542402867406471168', '#justQ']]",video,1,0,"[['#justQ', 'https://www.linkedin.com/feed/hashtag/?keywords=justq&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6542402867406471168']]",432,83,,"🛑 STOP quitting when you win — go until you can’t go anymore. 🛑  I was talking to one of my business coaches and he was explaining his wife’s mindset as a D1 high jumper.  - Every win she ever had ended in 3 subsequent failures. - She didn’t stop when she beat the rest of the competition. She stopped when she could no longer jump over the next height. I was a collegiate triple jumper so I totally resonate with that. And it’s shaped my mindset as an entrepreneur. Work every day to put yourself out of business. Push yourself. I’m not okay with being the best. I want to dominate, leave a legacy, and be the best version of me. What about you? #justQ  🖖🏽🖤 
 
 
 …see more",Others
32242,66387.0,500+,1 year ago,"[['https://www.linkedin.com/feed/hashtag/?keywords=justq&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6532405525517344768', '#justQ']]",video,1,0,"[['#justQ', 'https://www.linkedin.com/feed/hashtag/?keywords=justq&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6532405525517344768']]",191,56,,"Stories need conflict. So ask yourself, what's the conflict in your life? Over the past few years I've gotten so comfortable at opening up and sharing my past. But I'm not so great at sharing what's going on currently (because I'm always so focused on getting through it). But that's something I'm working on as I move forward.  Because conflict is a gateway to connection. It makes your story relatable. That doesn't mean that everything you share has to be about hardship. Or that you need a rags to riches story.  But trickling in the adversity that your facing (or have faced) is a great way to take your content & story to the next level. Just something to think about. #justQ  🖖🏽🖤 
 
 
 …see more",Others
32256,66387.0,500+,1 year ago,"[['https://www.linkedin.com/feed/hashtag/?keywords=justq&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6523695939281129472', '#justQ']]",video,1,0,"[['#justQ', 'https://www.linkedin.com/feed/hashtag/?keywords=justq&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6523695939281129472']]",223,289,,"Super excited! Talking about content & brand struggles and how we are overcoming with that. Also just doing some quick updates, announcements, and overall Q&A. #justQ  🖖🏽🖤 
 
 
 …see more",Others
32277,66387.0,500+,2 years ago,"[['https://www.linkedin.com/feed/hashtag/?keywords=justq&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6511399766495236096', '#justQ'], ['https://www.linkedin.com/feed/hashtag/?keywords=21challenge&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6511399766495236096', '#21Challenge']]",video,2,0,"[['#justQ', 'https://www.linkedin.com/feed/hashtag/?keywords=justq&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6511399766495236096'], ['#21Challenge', 'https://www.linkedin.com/feed/hashtag/?keywords=21challenge&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6511399766495236096']]",364,116,,"I went on an entrepreneurship retreat two weeks ago. One thing that really stuck with me was the idea of leaning into your strengths.  It’s very easy to get caught up in what you don’t have but the magic happens in mastering the strengths that you do have. Here are mine (Clifton): ▪️ Strategic ▪️ Futuristic ▪️ Ideation ▪️ Achiever ▪️ Command What are your strengths and how are you leaning into them? #justQ  🖖🏽🖤  #21Challenge 
 
 
 …see more",Others
32303,66387.0,500+,2 years ago,"[['https://www.linkedin.com/feed/hashtag/?keywords=justq&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6496181810752561152', '#justQ']]",image,1,0,"[['#justQ', 'https://www.linkedin.com/feed/hashtag/?keywords=justq&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6496181810752561152']]",240,84,,"I never had that Father figure growing up. And I’m not saying that to be down, I’ve just never had that. As kids we looked out for one another. We did what we had to do to survive.  And for that I appreciate my dad. His absence taught us how to take care of ourselves. How to make shit happen on our own. How to survive. And I’m thankful for that. Because while we are building our new company some days I feel like I’m on top of the world. Some days I feel like I’m about to be laid out by a bus. Some days it feels like I was laid out by a bus. But it’s a survivors game. And I’ve been playing it my entire life. _ Sometimes your weaknesses turn out to be your greatest strengths. #justQ  🖤 
 
 
 …see more",Others
32311,66387.0,500+,2 years ago,"[['https://www.linkedin.com/in/ACoAABjkgowB8vaIk7sjJTaYlvKZbjyfuD3PtZ8', 'Adam Braatz'], ['https://www.linkedin.com/feed/hashtag/?keywords=justq&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6492512664181444608', '#justQ']]",article,1,0,"[['#justQ', 'https://www.linkedin.com/feed/hashtag/?keywords=justq&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6492512664181444608']]",107,35,,"This is just so incredibly humbling. Since joining in 2012 – I've probably 'shared' a total of 5 posts on LinkedIn. This one is a must.  My life has completely transformed over the past two years and that's awesome; but what is even more incredible is seeing the lives of others transform as well. This is why I create content.  This is why I started a storytelling company. This is why I wake up every day. Adam Braatz  you're an incredible dude.  Thank you for taking the time to write this and for inspiring me today. #justQ  🖤 
 
 
 …see more",Others
32337,19101.0,500+,1 week ago,[],article,0,0,[],45,4,,I am so excited to be a part of this webinar! Check it out for all things LinkedIn advertising in 2021!,Events
32339,19101.0,500+,1 week ago,"[['https://www.linkedin.com/feed/hashtag/?keywords=linkedinads&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6763235694082162688', '#LinkedInAds'], ['https://www.linkedin.com/in/ACoAAAAGSdMBxo2rJl_8naBJ6v25MKwfkDvZZis', 'Michael (Mike) Stelzner'], ['https://www.linkedin.com/company/social-media-examiner/', 'Social Media Examiner']]",article,1,0,"[['#LinkedInAds', 'https://www.linkedin.com/feed/hashtag/?keywords=linkedinads&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6763235694082162688']]",92,9,,"SO many new advances in  #LinkedInAds  retargeting!  Check out all the tips and strategies you'll ever want in my conversation with  Michael (Mike) Stelzner  on the Social Media Marketing podcast! (I know - I'm a huge fan of the show too) A huge thanks to  Social Media Examiner  for the greatest podcast in marketing. And for letting me on it a 3rd time :) 
 
 
 …see more",Interactive Promotions
32349,19101.0,500+,2 months ago,"[['https://www.linkedin.com/company/social-media-examiner/', 'Social Media Examiner']]",article,0,0,[],77,22,,"Honored to have been included in the Social Media Marketing 2021 predictions by  Social Media Examiner .  Some incredible insights here, but any you'd add to the list? 
 
 
 …see more",Others
32378,19101.0,500+,4 months ago,"[['https://www.linkedin.com/feed/hashtag/?keywords=linkedinads&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6719350590201307137', '#LinkedInAds']]",article,1,0,"[['#LinkedInAds', 'https://www.linkedin.com/feed/hashtag/?keywords=linkedinads&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6719350590201307137']]",53,10,,Learn the best AB testing strategies to learn from your  #LinkedInAds ! You won't want to miss this episode of the LinkedIn Ads Show.,Others
32399,19101.0,500+,6 months ago,[],video,0,0,[],36,14,,I just cried watching this. Happy tears.  Not sure why I found it so moving. Can anyone explain?,Others
32410,19101.0,500+,6 months ago,"[['https://www.linkedin.com/feed/hashtag/?keywords=linkedinads&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6696779613152141314', '#LinkedInAds'], ['https://www.linkedin.com/company/social-media-examiner/', 'Social Media Examiner']]",article,1,0,"[['#LinkedInAds', 'https://www.linkedin.com/feed/hashtag/?keywords=linkedinads&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6696779613152141314']]",48,6,,"60% of our clients use  #LinkedInAds  lead gen form ads, so they're VERY valuable to understand.  Here's a complete guide on how to create them on  Social Media Examiner . Check it out! 
 
 
 …see more",Educational Resources
32460,19101.0,500+,10 months ago,"[['https://www.linkedin.com/feed/hashtag/?keywords=linkedinads&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6661731639518998529', '#LinkedInAds']]",article,1,0,"[['#LinkedInAds', 'https://www.linkedin.com/feed/hashtag/?keywords=linkedinads&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6661731639518998529']]",39,11,,Which LinkedIn ad units should you be using and which will perform best for your specific calls-to-action? This episode covers everything you want to know about  #LinkedInAds  ad formats. Queue it up!,Others
32465,19101.0,500+,10 months ago,"[['https://www.linkedin.com/feed/hashtag/?keywords=linkedinads&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6659177872281997312', '#LinkedInAds']]",article,1,0,"[['#LinkedInAds', 'https://www.linkedin.com/feed/hashtag/?keywords=linkedinads&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6659177872281997312']]",30,1,,How should you target your ideal audience on  #LinkedInAds ? We deep-dive into all the nuances of each targeting type so you get the highest lead quality!,Others
32480,19101.0,500+,11 months ago,"[['https://www.linkedin.com/in/ACoAAABVJVkBHpWTGD7kaLTwglufmQQytxQzZgU', 'Amita Paul'], ['https://www.linkedin.com/feed/hashtag/?keywords=linkedinads&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6650821724969414656', '#LinkedInAds'], ['https://lnkd.in/dQZ2mKc', 'https://lnkd.in/dQZ2mKc']]",article,1,0,"[['#LinkedInAds', 'https://www.linkedin.com/feed/hashtag/?keywords=linkedinads&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6650821724969414656']]",71,7,,"A rare, exclusive interview with  Amita Paul , head of user experience of the  #LinkedInAds  platform.  We discuss LinkedIn's move to objective-based advertising.  Check it out! https://lnkd.in/dQZ2mKc 
 
 
 …see more",Others
32483,19101.0,500+,11 months ago,[],article,0,0,[],85,12,,"My strategy for how to systematically reach the right audience for #LinkedInAds every single time!  This strategy will get you the lowest costs for the highest-quality prospects. It's how we at B2Linked begin optimizing every persona. Enjoy the episode! Plenty more to come and binge on. :) 
 
 
 …see more",Others
32513,19101.0,500+,1 year ago,"[['https://www.linkedin.com/company/utahdmc/', ""UtahDMC.org - Utah's Digital Marketing Collective""], ['https://www.linkedin.com/in/ACoAAAMWBS8BBReXoXh-ZShOqpDMDPBcCg5Sjn0', 'Jeff Allen']]",article,0,0,[],49,43,,"Utah agency friends! The  UtahDMC.org - Utah's Digital Marketing Collective  is hosting an event on Jan 15th focused on helping agencies. Our keynote will be by the CEO of Hanapin Marketing, @ Jeff Allen  about employee retention.  We're looking for a local speaker to speak. Do you, or does someone at your agency have something great to share? Maybe about agency growth or something?  Comment below and/or slide into my DMs. We'd love to consider you! 
 
 
 …see more",Events
32539,19101.0,500+,1 year ago,"[['https://restream.io', 'https://restream.io']]",video,0,0,[],35,25,,"Multistreaming with  https://restream.io / Big announcement coming up, so follow to hear it!",Others
32548,19101.0,500+,1 year ago,"[['https://www.linkedin.com/company/3-marketers-walk-into-a-podcast/', '3 Marketers Walk Into A Podcast'], ['https://www.linkedin.com/company/responsesuite/', 'ResponseSuite'], ['https://lnkd.in/gbA_U4U', 'https://lnkd.in/gbA_U4U']]",image,0,0,[],68,10,,"So much fun to be a guest on the  3 Marketers Walk Into A Podcast  show! Check out the episode as it's about the most playful show you'll hear and has real marketing value. Thanks  ResponseSuite ! Listen here: https://lnkd.in/gbA_U4U 
 
 
 …see more",Interactive Promotions
32567,19101.0,500+,1 year ago,"[['https://www.linkedin.com/company/hanapin-marketing/', 'Hanapin Marketing'], ['https://www.linkedin.com/in/ACoAABMdOHkB0fs-PPI7ABQIA22H_oV3wzCVST4', 'Audrey Brown'], ['https://www.linkedin.com/in/ACoAAAMWBS8BBReXoXh-ZShOqpDMDPBcCg5Sjn0', 'Jeff Allen']]",video,0,0,[],366,126,,"Coolest award I've ever gotten! My presentation was voted ""Most Actionable"" by Heroconf2019 (Thank you everyone in my session that voted for me!) and the award that  Hanapin Marketing  gave was a customized bobblehead!! How cool is that? Thanks  Audrey Brown  and  Jeff Allen  for rocking my world. It all looks so blurry... 
 
 
 …see more",Others
